Treatments,Time,BT,BV,CD,CH,BU,CS,CA,DP
CS-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.796445552,0.271721073,0.0
CS-DP_0,0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005
CS-DP_0,12,0.0,0.0,0.0,0.0,0.0,0.344121404,0.0,0.145211948
CS-DP_0,24,0.0,0.0,0.0,0.0,0.0,0.189840092,0.0,0.234493228
DP-BT_0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005
DP-BT_0,12,1.941975593,0.0,0.0,0.0,0.0,0.0,0.0,0.067857769
DP-BT_0,24,1.870548571,0.0,0.0,0.0,0.0,0.0,0.0,0.06045144
DP-BU_0,0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005
DP-BU_0,12,0.0,0.0,0.0,0.0,0.724432791,0.0,0.0,0.680025524
DP-BU_0,24,0.0,0.0,0.0,0.0,0.36480403,0.0,0.0,0.893487665
DP-BV_0,0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005
DP-BV_0,12,0.0,1.413939791,0.0,0.0,0.0,0.0,0.0,0.20789352
DP-BV_0,24,0.0,1.188235427,0.0,0.0,0.0,0.0,0.0,0.326731266
DP-CA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
DP-CA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.002926229,0.131907108
DP-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.005125868,0.150374126
DSM-BT_0,0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0
DSM-BT_0,12,1.955203861,0.0,0.301296121,0.0,0.0,0.0,0.0,0.0
DSM-BT_0,24,1.242124183,0.0,0.465042455,0.0,0.0,0.0,0.0,0.0
DSM-BU_0,0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0
DSM-BU_0,12,0.0,0.0,0.602670904,0.0,0.718495757,0.0,0.0,0.0
DSM-BU_0,24,0.0,0.0,0.654529481,0.0,0.455803879,0.0,0.0,0.0
DSM-BV_0,0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0
DSM-BV_0,12,0.0,0.548462136,0.940871181,0.0,0.0,0.0,0.0,0.0
DSM-BV_0,24,0.0,0.353927163,0.597906196,0.0,0.0,0.0,0.0,0.0
DSM-CA_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0
DSM-CA_0,12,0.0,0.0,0.477647703,0.0,0.0,0.0,0.01851895,0.0
DSM-CA_0,24,0.0,0.0,0.418003056,0.0,0.0,0.0,0.010830291,0.0
DSM-CH-CS-DP-BU-BV-BT-CA_0,0,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
DSM-CH-CS-DP-BU-BV-BT-CA_0,12,1.074006217,0.068793552,0.208901129,0.135341326,0.47285259,0.029410725,0.013908409,0.04461936
DSM-CH-CS-DP-BU-BV-BT-CA_0,24,0.879153222,0.020816865,0.233262654,0.125018581,0.247044154,0.049355235,0.034861456,0.037821203
DSM-CH_0,0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0
DSM-CH_0,12,0.0,0.0,0.225136881,0.121029815,0.0,0.0,0.0,0.0
DSM-CH_0,24,0.0,0.0,0.196983658,0.183349663,0.0,0.0,0.0,0.0
DSM-CS_0,0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0
DSM-CS_0,12,0.0,0.0,0.543361338,0.0,0.0,0.143305311,0.0,0.0
DSM-CS_0,24,0.0,0.0,0.431201436,0.0,0.0,0.2156319,0.0,0.0
DSM-DP_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005
DSM-DP_0,12,0.0,0.0,0.469494056,0.0,0.0,0.0,0.0,0.113505934
DSM-DP_0,24,0.0,0.0,0.386810871,0.0,0.0,0.0,0.0,0.201355799
MonocultureBT_0,0,0.008733332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,3,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,6,0.505466679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,9,1.093400021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,12,1.098699986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,15,1.044866661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,18,1.004799981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,21,0.997233331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,24,1.018433352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBU_0,0,0.0,0.0,0.0,0.0,0.008166665,0.0,0.0,0.0
MonocultureBU_0,3,0.0,0.0,0.0,0.0,0.039466669,0.0,0.0,0.0
MonocultureBU_0,6,0.0,0.0,0.0,0.0,0.203399995,0.0,0.0,0.0
MonocultureBU_0,9,0.0,0.0,0.0,0.0,0.607733329,0.0,0.0,0.0
MonocultureBU_0,12,0.0,0.0,0.0,0.0,0.912499964,0.0,0.0,0.0
MonocultureBU_0,15,0.0,0.0,0.0,0.0,0.904266695,0.0,0.0,0.0
MonocultureBU_0,18,0.0,0.0,0.0,0.0,0.83826667,0.0,0.0,0.0
MonocultureBU_0,21,0.0,0.0,0.0,0.0,0.777666667,0.0,0.0,0.0
MonocultureBU_0,24,0.0,0.0,0.0,0.0,0.736600001,0.0,0.0,0.0
MonocultureBV_0,0,0.0,0.001599997,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,3,0.0,0.031866664,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,6,0.0,0.399366646,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,9,0.0,0.899999995,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,12,0.0,0.994466642,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,15,0.0,1.066566685,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,18,0.0,1.029666681,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,21,0.0,0.994799991,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,24,0.0,0.971433341,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureCA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010966668,0.0
MonocultureCA_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.010066668,0.0
MonocultureCA_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.011333336,0.0
MonocultureCA_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01713333,0.0
MonocultureCA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02183333,0.0
MonocultureCA_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.022233327,0.0
MonocultureCA_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.022966662,0.0
MonocultureCA_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.02363333,0.0
MonocultureCA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.022799998,0.0
MonocultureCH_0,0,0.0,0.0,0.0,0.009500001,0.0,0.0,0.0,0.0
MonocultureCH_0,3,0.0,0.0,0.0,0.026033336,0.0,0.0,0.0,0.0
MonocultureCH_0,6,0.0,0.0,0.0,0.066966667,0.0,0.0,0.0,0.0
MonocultureCH_0,9,0.0,0.0,0.0,0.268899987,0.0,0.0,0.0,0.0
MonocultureCH_0,12,0.0,0.0,0.0,0.259633332,0.0,0.0,0.0,0.0
MonocultureCH_0,15,0.0,0.0,0.0,0.309299995,0.0,0.0,0.0,0.0
MonocultureCH_0,18,0.0,0.0,0.0,0.321766664,0.0,0.0,0.0,0.0
MonocultureCH_0,21,0.0,0.0,0.0,0.353233347,0.0,0.0,0.0,0.0
MonocultureCH_0,24,0.0,0.0,0.0,0.341866671,0.0,0.0,0.0,0.0
MonocultureCS_0,0,0.0,0.0,0.0,0.0,0.0,0.007766663,0.0,0.0
MonocultureCS_0,3,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0
MonocultureCS_0,6,0.0,0.0,0.0,0.0,0.0,0.050433337,0.0,0.0
MonocultureCS_0,9,0.0,0.0,0.0,0.0,0.0,0.271666665,0.0,0.0
MonocultureCS_0,12,0.0,0.0,0.0,0.0,0.0,0.400433341,0.0,0.0
MonocultureCS_0,15,0.0,0.0,0.0,0.0,0.0,0.448433339,0.0,0.0
MonocultureCS_0,18,0.0,0.0,0.0,0.0,0.0,0.593699991,0.0,0.0
MonocultureCS_0,21,0.0,0.0,0.0,0.0,0.0,0.673966665,0.0,0.0
MonocultureCS_0,24,0.0,0.0,0.0,0.0,0.0,0.669933338,0.0,0.0
MonocultureDP_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006600002
MonocultureDP_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019833336
MonocultureDP_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385
MonocultureDP_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076800003
MonocultureDP_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120400006
MonocultureDP_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126866668
MonocultureDP_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138366679
MonocultureDP_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156266659
MonocultureDP_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172033329
MonocultureDSM_0,0,0.0,0.0,0.003499999,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,3,0.0,0.0,0.013699998,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,6,0.0,0.0,0.187599996,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,9,0.0,0.0,0.570199986,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,12,0.0,0.0,0.636733333,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,15,0.0,0.0,0.643433332,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,18,0.0,0.0,0.532299995,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,21,0.0,0.0,0.497133334,0.0,0.0,0.0,0.0,0.0
MonocultureDSM_0,24,0.0,0.0,0.488266666,0.0,0.0,0.0,0.0,0.0
