Treatments,Time,BT,BV,CD,CH,BU,CS,CA,DP
CS-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.796445552,0.271721073,0.0
CS-DP_0,0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005
CS-DP_0,12,0.0,0.0,0.0,0.0,0.0,0.344121404,0.0,0.145211948
CS-DP_0,24,0.0,0.0,0.0,0.0,0.0,0.189840092,0.0,0.234493228
DP-BT_0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005
DP-BT_0,12,1.941975593,0.0,0.0,0.0,0.0,0.0,0.0,0.067857769
DP-BT_0,24,1.870548571,0.0,0.0,0.0,0.0,0.0,0.0,0.06045144
DP-BU_0,0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005
DP-BU_0,12,0.0,0.0,0.0,0.0,0.724432791,0.0,0.0,0.680025524
DP-BU_0,24,0.0,0.0,0.0,0.0,0.36480403,0.0,0.0,0.893487665
DP-BV_0,0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005
DP-BV_0,12,0.0,1.413939791,0.0,0.0,0.0,0.0,0.0,0.20789352
DP-BV_0,24,0.0,1.188235427,0.0,0.0,0.0,0.0,0.0,0.326731266
DP-CA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
DP-CA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.002926229,0.131907108
DP-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.005125868,0.150374126
MS008-BT_0,0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0
MS008-BT_0,12,1.456026371,0.0,0.570640286,0.0,0.0,0.0,0.0,0.0
MS008-BT_0,24,1.116446298,0.0,0.877220347,0.0,0.0,0.0,0.0,0.0
MS008-BT_1,0,0.055822315,0.0,0.043861017,0.0,0.0,0.0,0.0,0.0
MS008-BT_1,12,2.023517939,0.0,0.04314875,0.0,0.0,0.0,0.0,0.0
MS008-BT_1,24,1.606333467,0.0,0.01349985,0.0,0.0,0.0,0.0,0.0
MS008-BT_2,0,0.080316673,0.0,0.000674993,0.0,0.0,0.0,0.0,0.0
MS008-BT_2,12,1.060595488,0.0,1.132237842,0.0,0.0,0.0,0.0,0.0
MS008-BT_2,24,1.15724356,0.0,0.621423121,0.0,0.0,0.0,0.0,0.0
MS008-BU_0,0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0
MS008-BU_0,12,0.0,0.0,0.770692505,0.0,0.512974141,0.0,0.0,0.0
MS008-BU_0,24,0.0,0.0,0.713769844,0.0,0.334730204,0.0,0.0,0.0
MS008-BU_1,0,0.0,0.0,0.035688492,0.0,0.01673651,0.0,0.0,0.0
MS008-BU_1,12,0.0,0.0,0.63377871,0.0,0.388054666,0.0,0.0,0.0
MS008-BU_1,24,0.0,0.0,0.710086223,0.0,0.284580474,0.0,0.0,0.0
MS008-BU_2,0,0.0,0.0,0.035504311,0.0,0.014229024,0.0,0.0,0.0
MS008-BU_2,12,0.0,0.0,0.510592446,0.0,0.079074224,0.0,0.0,0.0
MS008-BU_2,24,0.0,0.0,0.569196943,0.0,0.153469719,0.0,0.0,0.0
MS008-BV_0,0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0
MS008-BV_0,12,0.0,0.332224589,1.009108757,0.0,0.0,0.0,0.0,0.0
MS008-BV_0,24,0.0,0.184998902,0.863334401,0.0,0.0,0.0,0.0,0.0
MS008-BV_1,0,0.0,0.009249945,0.04316672,0.0,0.0,0.0,0.0,0.0
MS008-BV_1,12,0.0,0.680672646,0.564827359,0.0,0.0,0.0,0.0,0.0
MS008-BV_1,24,0.0,0.534613988,0.912219381,0.0,0.0,0.0,0.0,0.0
MS008-BV_2,0,0.0,0.026730699,0.045610969,0.0,0.0,0.0,0.0,0.0
MS008-BV_2,12,0.0,1.180929151,0.367237527,0.0,0.0,0.0,0.0,0.0
MS008-BV_2,24,0.0,1.27102286,0.156643791,0.0,0.0,0.0,0.0,0.0
MS008-CA_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0
MS008-CA_0,12,0.0,0.0,0.474701592,0.0,0.0,0.0,0.014131727,0.0
MS008-CA_0,24,0.0,0.0,0.427470531,0.0,0.0,0.0,0.009029464,0.0
MS008-CA_1,0,0.0,0.0,0.021373527,0.0,0.0,0.0,0.000451473,0.0
MS008-CA_1,12,0.0,0.0,0.543075731,0.0,0.0,0.0,0.025090948,0.0
MS008-CA_1,24,0.0,0.0,0.451133386,0.0,0.0,0.0,0.010866618,0.0
MS008-CA_2,0,0.0,0.0,0.022556669,0.0,0.0,0.0,0.000543331,0.0
MS008-CA_2,12,0.0,0.0,0.414638192,0.0,0.0,0.0,0.026528498,0.0
MS008-CA_2,24,0.0,0.0,0.351525893,0.0,0.0,0.0,0.017474076,0.0
MS008-CH-CS-DP-BU-BV-BT-CA_0,0,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
MS008-CH-CS-DP-BU-BV-BT-CA_0,12,0.757898165,0.04025007,0.421520121,0.095173116,0.390804236,0.020641437,0.012851251,0.031028266
MS008-CH-CS-DP-BU-BV-BT-CA_0,24,0.800436286,0.01822791,0.374215168,0.103362861,0.295722273,0.042306076,0.045323261,0.038906179
MS008-CH-CS-DP-BU-BV-BT-CA_1,0,0.040021814,0.000911396,0.018710758,0.005168143,0.014786114,0.002115304,0.002266163,0.001945309
MS008-CH-CS-DP-BU-BV-BT-CA_1,12,1.387941666,0.013627042,0.003267616,0.003664945,0.379177435,0.114569492,0.133053198,0.011365304
MS008-CH-CS-DP-BU-BV-BT-CA_1,24,1.184009053,0.010089736,0.001791096,0.005279886,0.333053509,0.080925254,0.126204373,0.006980424
MS008-CH-CS-DP-BU-BV-BT-CA_2,0,0.059200453,0.000504487,8.96e-05,0.000263994,0.016652675,0.004046263,0.006310219,0.000349021
MS008-CH-CS-DP-BU-BV-BT-CA_2,12,1.462092016,0.001736152,0.082975623,0.0,0.082314456,0.101655534,0.182365297,0.000360909
MS008-CH-CS-DP-BU-BV-BT-CA_2,24,1.267628716,0.001564064,0.107265704,0.000211097,0.066759765,0.038727788,0.056676401,0.00066648
MS008-CH_0,0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0
MS008-CH_0,12,0.0,0.0,0.376451249,0.069382113,0.0,0.0,0.0,0.0
MS008-CH_0,24,0.0,0.0,0.296034513,0.053965483,0.0,0.0,0.0,0.0
MS008-CH_1,0,0.0,0.0,0.014801726,0.002698274,0.0,0.0,0.0,0.0
MS008-CH_1,12,0.0,0.0,0.5229485,0.016718169,0.0,0.0,0.0,0.0
MS008-CH_1,24,0.0,0.0,0.473282671,0.01471735,0.0,0.0,0.0,0.0
MS008-CH_2,0,0.0,0.0,0.023664134,0.000735868,0.0,0.0,0.0,0.0
MS008-CH_2,12,0.0,0.0,0.446868069,0.005798592,0.0,0.0,0.0,0.0
MS008-CH_2,24,0.0,0.0,0.443945183,0.005888147,0.0,0.0,0.0,0.0
MS008-CS_0,0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0
MS008-CS_0,12,0.0,0.0,0.594708165,0.0,0.0,0.060791836,0.0,0.0
MS008-CS_0,24,0.0,0.0,0.388639395,0.0,0.0,0.050693956,0.0,0.0
MS008-CS_1,0,0.0,0.0,0.01943197,0.0,0.0,0.002534698,0.0,0.0
MS008-CS_1,12,0.0,0.0,0.513732453,0.0,0.0,0.052434193,0.0,0.0
MS008-CS_1,24,0.0,0.0,0.368656082,0.0,0.0,0.039510596,0.0,0.0
MS008-CS_2,0,0.0,0.0,0.018432804,0.0,0.0,0.00197553,0.0,0.0
MS008-CS_2,12,0.0,0.0,0.497999714,0.0,0.0,0.032833646,0.0,0.0
MS008-CS_2,24,0.0,0.0,0.40577609,0.0,0.0,0.041057239,0.0,0.0
MS008-DP_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005
MS008-DP_0,12,0.0,0.0,0.511584334,0.0,0.0,0.0,0.0,0.061248992
MS008-DP_0,24,0.0,0.0,0.422830942,0.0,0.0,0.0,0.0,0.123169043
MS008-DP_1,0,0.0,0.0,0.021141547,0.0,0.0,0.0,0.0,0.006158452
MS008-DP_1,12,0.0,0.0,0.181339989,0.0,0.0,0.0,0.0,0.183493367
MS008-DP_1,24,0.0,0.0,0.149099108,0.0,0.0,0.0,0.0,0.273067558
MS008-DP_2,0,0.0,0.0,0.007454955,0.0,0.0,0.0,0.0,0.013653378
MS008-DP_2,12,0.0,0.0,0.267363133,0.0,0.0,0.0,0.0,0.197303533
MS008-DP_2,24,0.0,0.0,0.159100081,0.0,0.0,0.0,0.0,0.307899933
MonocultureBT_0,0,0.008733332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,3,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,6,0.505466679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,9,1.093400021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,12,1.098699986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,15,1.044866661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,18,1.004799981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,21,0.997233331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,24,1.018433352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBU_0,0,0.0,0.0,0.0,0.0,0.008166665,0.0,0.0,0.0
MonocultureBU_0,3,0.0,0.0,0.0,0.0,0.039466669,0.0,0.0,0.0
MonocultureBU_0,6,0.0,0.0,0.0,0.0,0.203399995,0.0,0.0,0.0
MonocultureBU_0,9,0.0,0.0,0.0,0.0,0.607733329,0.0,0.0,0.0
MonocultureBU_0,12,0.0,0.0,0.0,0.0,0.912499964,0.0,0.0,0.0
MonocultureBU_0,15,0.0,0.0,0.0,0.0,0.904266695,0.0,0.0,0.0
MonocultureBU_0,18,0.0,0.0,0.0,0.0,0.83826667,0.0,0.0,0.0
MonocultureBU_0,21,0.0,0.0,0.0,0.0,0.777666667,0.0,0.0,0.0
MonocultureBU_0,24,0.0,0.0,0.0,0.0,0.736600001,0.0,0.0,0.0
MonocultureBV_0,0,0.0,0.001599997,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,3,0.0,0.031866664,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,6,0.0,0.399366646,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,9,0.0,0.899999995,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,12,0.0,0.994466642,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,15,0.0,1.066566685,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,18,0.0,1.029666681,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,21,0.0,0.994799991,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,24,0.0,0.971433341,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureCA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010966668,0.0
MonocultureCA_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.010066668,0.0
MonocultureCA_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.011333336,0.0
MonocultureCA_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01713333,0.0
MonocultureCA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02183333,0.0
MonocultureCA_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.022233327,0.0
MonocultureCA_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.022966662,0.0
MonocultureCA_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.02363333,0.0
MonocultureCA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.022799998,0.0
MonocultureCH_0,0,0.0,0.0,0.0,0.009500001,0.0,0.0,0.0,0.0
MonocultureCH_0,3,0.0,0.0,0.0,0.026033336,0.0,0.0,0.0,0.0
MonocultureCH_0,6,0.0,0.0,0.0,0.066966667,0.0,0.0,0.0,0.0
MonocultureCH_0,9,0.0,0.0,0.0,0.268899987,0.0,0.0,0.0,0.0
MonocultureCH_0,12,0.0,0.0,0.0,0.259633332,0.0,0.0,0.0,0.0
MonocultureCH_0,15,0.0,0.0,0.0,0.309299995,0.0,0.0,0.0,0.0
MonocultureCH_0,18,0.0,0.0,0.0,0.321766664,0.0,0.0,0.0,0.0
MonocultureCH_0,21,0.0,0.0,0.0,0.353233347,0.0,0.0,0.0,0.0
MonocultureCH_0,24,0.0,0.0,0.0,0.341866671,0.0,0.0,0.0,0.0
MonocultureCS_0,0,0.0,0.0,0.0,0.0,0.0,0.007766663,0.0,0.0
MonocultureCS_0,3,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0
MonocultureCS_0,6,0.0,0.0,0.0,0.0,0.0,0.050433337,0.0,0.0
MonocultureCS_0,9,0.0,0.0,0.0,0.0,0.0,0.271666665,0.0,0.0
MonocultureCS_0,12,0.0,0.0,0.0,0.0,0.0,0.400433341,0.0,0.0
MonocultureCS_0,15,0.0,0.0,0.0,0.0,0.0,0.448433339,0.0,0.0
MonocultureCS_0,18,0.0,0.0,0.0,0.0,0.0,0.593699991,0.0,0.0
MonocultureCS_0,21,0.0,0.0,0.0,0.0,0.0,0.673966665,0.0,0.0
MonocultureCS_0,24,0.0,0.0,0.0,0.0,0.0,0.669933338,0.0,0.0
MonocultureDP_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006600002
MonocultureDP_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019833336
MonocultureDP_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385
MonocultureDP_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076800003
MonocultureDP_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120400006
MonocultureDP_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126866668
MonocultureDP_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138366679
MonocultureDP_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156266659
MonocultureDP_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172033329
MonocultureMS008_0,0,0.0,0.0,0.006000002,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,3,0.0,0.0,0.017333333,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,6,0.0,0.0,0.246199995,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,9,0.0,0.0,0.480433324,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,12,0.0,0.0,0.478900015,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,15,0.0,0.0,0.442800005,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,18,0.0,0.0,0.4472,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,21,0.0,0.0,0.437366664,0.0,0.0,0.0,0.0,0.0
MonocultureMS008_0,24,0.0,0.0,0.429266691,0.0,0.0,0.0,0.0,0.0
