Treatments,Time,BT,BV,CD,CH,BU,CS,CA,DP
CS-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.796445552,0.271721073,0.0
CS-DP_0,0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005
CS-DP_0,12,0.0,0.0,0.0,0.0,0.0,0.344121404,0.0,0.145211948
CS-DP_0,24,0.0,0.0,0.0,0.0,0.0,0.189840092,0.0,0.234493228
DP-BT_0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005
DP-BT_0,12,1.941975593,0.0,0.0,0.0,0.0,0.0,0.0,0.067857769
DP-BT_0,24,1.870548571,0.0,0.0,0.0,0.0,0.0,0.0,0.06045144
DP-BU_0,0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005
DP-BU_0,12,0.0,0.0,0.0,0.0,0.724432791,0.0,0.0,0.680025524
DP-BU_0,24,0.0,0.0,0.0,0.0,0.36480403,0.0,0.0,0.893487665
DP-BV_0,0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005
DP-BV_0,12,0.0,1.413939791,0.0,0.0,0.0,0.0,0.0,0.20789352
DP-BV_0,24,0.0,1.188235427,0.0,0.0,0.0,0.0,0.0,0.326731266
DP-CA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
DP-CA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.002926229,0.131907108
DP-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.005125868,0.150374126
MS001-BT_0,0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0
MS001-BT_0,12,1.505030966,0.0,0.628802359,0.0,0.0,0.0,0.0,0.0
MS001-BT_0,24,1.18940892,0.0,0.795591061,0.0,0.0,0.0,0.0,0.0
MS001-BU_0,0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0
MS001-BU_0,12,0.0,0.0,0.773118687,0.0,0.400214647,0.0,0.0,0.0
MS001-BU_0,24,0.0,0.0,0.845427729,0.0,0.458238909,0.0,0.0,0.0
MS001-BV_0,0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0
MS001-BV_0,12,0.0,0.228360256,1.252306397,0.0,0.0,0.0,0.0,0.0
MS001-BV_0,24,0.0,0.184921763,0.778078253,0.0,0.0,0.0,0.0,0.0
MS001-CA_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0
MS001-CA_0,12,0.0,0.0,0.542406301,0.0,0.0,0.0,0.012593687,0.0
MS001-CA_0,24,0.0,0.0,0.466074921,0.0,0.0,0.0,0.01025841,0.0
MS001-CH-CS-DP-BU-BV-BT-CA_0,0,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
MS001-CH-CS-DP-BU-BV-BT-CA_0,12,0.842660721,0.042401965,0.501114472,0.098717379,0.402269348,0.019037611,0.014389709,0.0257421
MS001-CH-CS-DP-BU-BV-BT-CA_0,24,0.769346418,0.00830126,0.424920205,0.076678711,0.209840355,0.041295032,0.039322753,0.031961932
MS001-CH_0,0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0
MS001-CH_0,12,0.0,0.0,0.295841084,0.095992257,0.0,0.0,0.0,0.0
MS001-CH_0,24,0.0,0.0,0.323957073,0.070376261,0.0,0.0,0.0,0.0
MS001-CS_0,0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0
MS001-CS_0,12,0.0,0.0,0.641448911,0.0,0.0,0.030717766,0.0,0.0
MS001-CS_0,24,0.0,0.0,0.499686719,0.0,0.0,0.049479962,0.0,0.0
MS001-DP_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005
MS001-DP_0,12,0.0,0.0,0.560136231,0.0,0.0,0.0,0.0,0.064363767
MS001-DP_0,24,0.0,0.0,0.611783843,0.0,0.0,0.0,0.0,0.2070495
MonocultureBT_0,0,0.008733332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,3,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,6,0.505466679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,9,1.093400021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,12,1.098699986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,15,1.044866661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,18,1.004799981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,21,0.997233331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBT_0,24,1.018433352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBU_0,0,0.0,0.0,0.0,0.0,0.008166665,0.0,0.0,0.0
MonocultureBU_0,3,0.0,0.0,0.0,0.0,0.039466669,0.0,0.0,0.0
MonocultureBU_0,6,0.0,0.0,0.0,0.0,0.203399995,0.0,0.0,0.0
MonocultureBU_0,9,0.0,0.0,0.0,0.0,0.607733329,0.0,0.0,0.0
MonocultureBU_0,12,0.0,0.0,0.0,0.0,0.912499964,0.0,0.0,0.0
MonocultureBU_0,15,0.0,0.0,0.0,0.0,0.904266695,0.0,0.0,0.0
MonocultureBU_0,18,0.0,0.0,0.0,0.0,0.83826667,0.0,0.0,0.0
MonocultureBU_0,21,0.0,0.0,0.0,0.0,0.777666667,0.0,0.0,0.0
MonocultureBU_0,24,0.0,0.0,0.0,0.0,0.736600001,0.0,0.0,0.0
MonocultureBV_0,0,0.0,0.001599997,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,3,0.0,0.031866664,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,6,0.0,0.399366646,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,9,0.0,0.899999995,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,12,0.0,0.994466642,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,15,0.0,1.066566685,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,18,0.0,1.029666681,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,21,0.0,0.994799991,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureBV_0,24,0.0,0.971433341,0.0,0.0,0.0,0.0,0.0,0.0
MonocultureCA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010966668,0.0
MonocultureCA_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.010066668,0.0
MonocultureCA_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.011333336,0.0
MonocultureCA_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01713333,0.0
MonocultureCA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02183333,0.0
MonocultureCA_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.022233327,0.0
MonocultureCA_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.022966662,0.0
MonocultureCA_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.02363333,0.0
MonocultureCA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.022799998,0.0
MonocultureCH_0,0,0.0,0.0,0.0,0.009500001,0.0,0.0,0.0,0.0
MonocultureCH_0,3,0.0,0.0,0.0,0.026033336,0.0,0.0,0.0,0.0
MonocultureCH_0,6,0.0,0.0,0.0,0.066966667,0.0,0.0,0.0,0.0
MonocultureCH_0,9,0.0,0.0,0.0,0.268899987,0.0,0.0,0.0,0.0
MonocultureCH_0,12,0.0,0.0,0.0,0.259633332,0.0,0.0,0.0,0.0
MonocultureCH_0,15,0.0,0.0,0.0,0.309299995,0.0,0.0,0.0,0.0
MonocultureCH_0,18,0.0,0.0,0.0,0.321766664,0.0,0.0,0.0,0.0
MonocultureCH_0,21,0.0,0.0,0.0,0.353233347,0.0,0.0,0.0,0.0
MonocultureCH_0,24,0.0,0.0,0.0,0.341866671,0.0,0.0,0.0,0.0
MonocultureCS_0,0,0.0,0.0,0.0,0.0,0.0,0.007766663,0.0,0.0
MonocultureCS_0,3,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0
MonocultureCS_0,6,0.0,0.0,0.0,0.0,0.0,0.050433337,0.0,0.0
MonocultureCS_0,9,0.0,0.0,0.0,0.0,0.0,0.271666665,0.0,0.0
MonocultureCS_0,12,0.0,0.0,0.0,0.0,0.0,0.400433341,0.0,0.0
MonocultureCS_0,15,0.0,0.0,0.0,0.0,0.0,0.448433339,0.0,0.0
MonocultureCS_0,18,0.0,0.0,0.0,0.0,0.0,0.593699991,0.0,0.0
MonocultureCS_0,21,0.0,0.0,0.0,0.0,0.0,0.673966665,0.0,0.0
MonocultureCS_0,24,0.0,0.0,0.0,0.0,0.0,0.669933338,0.0,0.0
MonocultureDP_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006600002
MonocultureDP_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019833336
MonocultureDP_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385
MonocultureDP_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076800003
MonocultureDP_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120400006
MonocultureDP_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126866668
MonocultureDP_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138366679
MonocultureDP_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156266659
MonocultureDP_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172033329
MonocultureMS001_0,0,0.0,0.0,0.007633333,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,3,0.0,0.0,0.029333338,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,6,0.0,0.0,0.320466667,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,9,0.0,0.0,0.509366651,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,12,0.0,0.0,0.509666661,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,15,0.0,0.0,0.509833315,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,18,0.0,0.0,0.499900003,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,21,0.0,0.0,0.483266651,0.0,0.0,0.0,0.0,0.0
MonocultureMS001_0,24,0.0,0.0,0.471833328,0.0,0.0,0.0,0.0,0.0
